title,slug,sourceUrl,reason,author,publishedAt
"ReShape Gastric Balloon Infosession With Dr. Trace Curry",reshape-infosession,https://journeylite.com/reshape-infosession/,"Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2017-02-06T23:36:51+00:00
"We are now JourneyLite Physicians!",now-journeylite-physicians,https://journeylite.com/now-journeylite-physicians/,"Body is short (117 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2017-02-05T15:01:46+00:00
"Giving Back To Gatlinburg",giving-back-gatlinburg,https://journeylite.com/giving-back-gatlinburg/,"Meta description missing — excerpt used as suggestion; Body is short (113 words) — review content; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-12-05T19:01:26+00:00
"JourneyLite Does The First SIPS Procedure In Cincinnati!",journeylite-first-cincinnati-sips,https://journeylite.com/journeylite-first-cincinnati-sips/,"Meta description missing — excerpt used as suggestion; Warning: No meta description; Warning: Featured image has no alt text","DrCurry",2016-11-06T13:45:32+00:00
"Stretta Procedure: JourneyLite Performs First Stretta In Cincinnati Ohio!",first-stretta-in-cincinnati,https://journeylite.com/first-stretta-in-cincinnati/,"Meta description missing — excerpt used as suggestion; Warning: No meta description; Warning: Featured image has no alt text","DrCurry",2016-10-31T14:54:10+00:00
"Bloodwork after duodenal switch/SIPS",bloodwork-duodenal-switchsips,https://journeylite.com/bloodwork-duodenal-switchsips/,"Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-09-16T17:07:08+00:00
"Bloodwork after gastric bypass",bloodwork-gastric-bypass,https://journeylite.com/bloodwork-gastric-bypass/,"Body is short (125 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-09-16T17:00:32+00:00
"Bloodwork after gastric sleeve",bloodwork-gastric-sleeve,https://journeylite.com/bloodwork-gastric-sleeve/,"Body is short (118 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-09-16T16:53:19+00:00
"Billing Policy",billing-policy,https://journeylite.com/billing-policy/,"Meta description missing — excerpt used as suggestion; Contains medical/medication content — medical review recommended; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-09-03T13:24:01+00:00
"New surgeon and new weight loss procedure!",new-surgeon-new-procedure,https://journeylite.com/new-surgeon-new-procedure/,"Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-08-09T15:21:34+00:00
"YouTube Support Group Stream: What's new in the market? 6:30pm tonight (7/27)",youtube-support-group-stream-whats-new-market-630pm-tonight-727,https://journeylite.com/youtube-support-group-stream-whats-new-market-630pm-tonight-727/,"Meta description missing — excerpt used as suggestion; Body is short (0 words) — review content; No body content extracted; VALIDATION ERROR: bodyMarkdown: Too small: expected string to have >=1 characters; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-07-27T13:46:08+00:00
"Support Group Dr. Kurtis Martin: Body Contouring Options After Bariatric Surgery",support-group-dr-kurtis-martin,https://journeylite.com/support-group-dr-kurtis-martin/,"Meta description missing — excerpt used as suggestion; Body is short (0 words) — review content; No body content extracted; VALIDATION ERROR: bodyMarkdown: Too small: expected string to have >=1 characters; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-06-09T14:06:34+00:00
"Candi: Sleeve Gastrectomy Success Story!",sleeve-success-story-candi,https://journeylite.com/sleeve-success-story-candi/,"Body is short (68 words) — review content; Contains medical/medication content — medical review recommended; Contains before/after references — check images for sensitive content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-06-07T12:41:16+00:00
"Jenna: Sleeve Gastrectomy Success Story!",jenna-sleeve-success-story,https://journeylite.com/jenna-sleeve-success-story/,"Contains medical/medication content — medical review recommended; Contains before/after references — check images for sensitive content; Warning: Featured image has no alt text","DrCurry",2016-05-27T14:23:21+00:00
"Support Group: Dietitian Panel",support-group-dietitian-panel,https://journeylite.com/support-group-dietitian-panel/,"Meta description missing — excerpt used as suggestion; Body is short (0 words) — review content; No body content extracted; VALIDATION ERROR: bodyMarkdown: Too small: expected string to have >=1 characters; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-05-25T17:57:03+00:00
"Live Orbera gastric balloon placement",live-orbera-gastric-balloon-placement,https://journeylite.com/live-orbera-gastric-balloon-placement/,"Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-02-25T00:22:38+00:00
"ReShape Duo Gastric Balloon with Dr. Trace Curry at JourneyLite!",reshape-duo-gastric-balloon-at-journeylite,https://journeylite.com/reshape-duo-gastric-balloon-at-journeylite/,"Contains medical/medication content — medical review recommended; Warning: Featured image has no alt text","DrCurry",2016-02-18T17:51:43+00:00
"Watch our ReShape Gastric Balloon News Segment from Local12!",watch-our-reshape-gastric-balloon-news-segment-from-local12,https://journeylite.com/watch-our-reshape-gastric-balloon-news-segment-from-local12/,"Body is short (27 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-02-12T16:30:04+00:00
"Plastics",plastics,https://journeylite.com/plastics/,"Publish date is missing; Category is missing — set to Uncategorized; VALIDATION ERROR: publishedAt: Too small: expected string to have >=1 characters; Warning: No tags; Warning: Featured image has no alt text","DrCurry",
"Side Effects of ReShape Gastric Balloon",side-effects-of-reshape-gastric-balloon,https://journeylite.com/side-effects-of-reshape-gastric-balloon/,"Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-01-19T18:11:02+00:00
"ReShape Gastric Balloon Patient Testimonials",reshape-gastric-balloon-patient-testimonials,https://journeylite.com/reshape-gastric-balloon-patient-testimonials/,"Meta description missing — excerpt used as suggestion; Body is short (0 words) — review content; No body content extracted; VALIDATION ERROR: bodyMarkdown: Too small: expected string to have >=1 characters; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-01-19T18:09:53+00:00
"ReShape Gastric Balloon Procedure Video",reshape-gastric-balloon-2,https://journeylite.com/reshape-gastric-balloon-2/,"Body is short (18 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2016-01-19T18:09:11+00:00
"ReShape Ready! The new ReShape Gastric Balloon",reshape-ready-the-new-reshape-gastric-balloon,https://journeylite.com/reshape-ready-the-new-reshape-gastric-balloon/,"Contains medical/medication content — medical review recommended; Warning: Featured image has no alt text","DrCurry",2015-11-17T17:23:25+00:00
"First ReShape Duo Dual Gastric Balloon Placement in Ohio by Dr. Trace Curry",first-reshape-duo-dual-gastric-balloon-placement-in-ohio-by-dr-trace-curry,https://journeylite.com/first-reshape-duo-dual-gastric-balloon-placement-in-ohio-by-dr-trace-curry/,"Contains medical/medication content — medical review recommended; Warning: Featured image has no alt text","DrCurry",2015-12-10T13:29:50+00:00
"Weight Loss Medications After Adipex (Phentermine)",weight-loss-medications-after-phentermine,https://journeylite.com/weight-loss-medications-after-phentermine/,"Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-10-29T18:16:46+00:00
"5 New Weight Loss Options For 2015 - Dr. Trace Curry",5-new-weight-loss-options-for-2015,https://journeylite.com/5-new-weight-loss-options-for-2015/,"Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-10-01T23:40:14+00:00
"Offer Expired!",pre-holiday-weight-loss-orbera-gastric-balloon-special,https://journeylite.com/pre-holiday-weight-loss-orbera-gastric-balloon-special/,"Meta description missing — excerpt used as suggestion; Body is short (63 words) — review content; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-09-22T18:13:18+00:00
"Orbera Intra-gastric Weight Loss Balloon Infosession With Dr. Trace Curry",orbera-intra-gastric-weight-loss-balloon-infosession-with-dr-trace-curry,https://journeylite.com/orbera-intra-gastric-weight-loss-balloon-infosession-with-dr-trace-curry/,"Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-09-14T13:55:29+00:00
"Track weights and steps by texting our patient support center!",track-weights-and-steps-by-texting-our-patient-support-center,https://journeylite.com/track-weights-and-steps-by-texting-our-patient-support-center/,"Body is short (47 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-09-12T16:46:58+00:00
"First Orbera Intra-gastric Balloon In Ohio!",first-orbera-intra-gastric-balloon-in-ohio,https://journeylite.com/first-orbera-intra-gastric-balloon-in-ohio/,"Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-08-28T16:49:41+00:00
"Info",cabin,https://journeylite.com/cabin/,"Featured image missing; Body is short (13 words) — review content; Warning: No featured image; Warning: No tags","DrCurry",2015-08-16T15:20:12+00:00
"ReShape Gastric Balloon Receives FDA Approval",reshape-gastric-balloon,https://journeylite.com/reshape-gastric-balloon/,"Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-07-30T15:02:13+00:00
"Weight Loss Surgery and Diabetes: New Study Shows Surgery Better Than Diet and Exercise",weight-loss-surgery-and-diabetes-new-study-shows-surgery-better-than-diet-and-exercise,https://journeylite.com/weight-loss-surgery-and-diabetes-new-study-shows-surgery-better-than-diet-and-exercise/,"Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-07-04T18:24:11+00:00
"Obesity in America: Startling new statistics in JAMA",obesity-in-america-startling-new-statistics-in-jama,https://journeylite.com/obesity-in-america-startling-new-statistics-in-jama/,"Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-06-24T16:21:50+00:00
"Goal this week...",goal-this-week,https://journeylite.com/goal-this-week/,"Body is short (24 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-06-14T23:59:20+00:00
"Northern Kentucky Weight Loss Surgery Support Group!",northern-kentucky-weight-loss-surgery-support-group,https://journeylite.com/northern-kentucky-weight-loss-surgery-support-group/,"Body is short (47 words) — review content; Warning: Featured image has no alt text","DrCurry",2015-06-10T18:58:14+00:00
"Body contouring after weight loss",body-contouring-after-weight-loss,https://journeylite.com/body-contouring-after-weight-loss/,"Body is short (87 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-05-11T20:05:26+00:00
"It starts today-how obesity surgery helps people reclaim their lives.",starts-today,https://journeylite.com/starts-today/,"Body is short (15 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-02-04T18:31:56+00:00
"Now prescribing new weight loss drug: Contrave (naltrexone HCL/bupropion HCL)",now-prescribing-new-weight-loss-drug-contrave-naltrexone-hclbupropion-hcl,https://journeylite.com/now-prescribing-new-weight-loss-drug-contrave-naltrexone-hclbupropion-hcl/,"Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2015-01-14T18:59:29+00:00
"Course-Post Op",course-post-op-diet,https://journeylite.com/course-post-op-diet/,"Body is short (20 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-12-12T15:53:02+00:00
"Gastric band fill-video",gastric-band-fill-video,https://journeylite.com/gastric-band-fill-video/,"Body is short (33 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-11-08T20:17:33+00:00
"Check your surgical weight loss benefits!",verify,https://journeylite.com/verify/,"Meta description missing — excerpt used as suggestion; Contains medical/medication content — medical review recommended; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-11-06T01:40:28+00:00
"Diabetes and Weight Loss Surgery: Step Out For a Cure 2014",diabetes-walk,https://journeylite.com/diabetes-walk/,"Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-11-02T14:53:18+00:00
"Join Curry Losers!",join-curry-losers,https://journeylite.com/join-curry-losers/,"Body is short (66 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-10-17T13:08:30+00:00
"How to sync your FitBit, JawBone, or FatSecret with the Fast Track Patient Support Center",sync-fitbit-jawbone-fatsecret-fast-track-patient-support-center,https://journeylite.com/sync-fitbit-jawbone-fatsecret-fast-track-patient-support-center/,"Body is short (128 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-08-08T17:36:11+00:00
"Help expand coverage for treatment of obesity!",help-expand-coverage-treatment-obesity,https://journeylite.com/help-expand-coverage-treatment-obesity/,"Body is short (135 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-08-05T14:01:29+00:00
"FitBit Part Deux",fitbit-part-deux,https://journeylite.com/fitbit-part-deux/,"Body is short (81 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-08-01T14:55:09+00:00
"Pre op Teaching Video",pre-op-teaching-video,https://journeylite.com/pre-op-teaching-video/,"Meta description missing — excerpt used as suggestion; Body is short (0 words) — review content; No body content extracted; VALIDATION ERROR: bodyMarkdown: Too small: expected string to have >=1 characters; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-07-18T23:21:17+00:00
"Get fit with a FitBit!",get-fit-fitbit,https://journeylite.com/get-fit-fitbit/,"Body is short (146 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-07-29T16:10:52+00:00
"How to manage call calendar",manage-call-calendar,https://journeylite.com/manage-call-calendar/,"Featured image missing; Body is short (13 words) — review content; Warning: No featured image; Warning: No tags","DrCurry",2014-07-18T12:34:26+00:00
"How to block/Raintree",block-tc-tp-raintree,https://journeylite.com/block-tc-tp-raintree/,"Featured image missing; Body is short (13 words) — review content; Warning: No featured image; Warning: No tags","DrCurry",2014-07-15T20:29:13+00:00
"Post op discharge instructions.",post-op-discharge-instructions,https://journeylite.com/post-op-discharge-instructions/,"Body is short (18 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-07-08T17:15:22+00:00
"Patient Support Center Webinar Recording",patient-support-center-webinar-recording,https://journeylite.com/patient-support-center-webinar-recording/,"Body is short (19 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-07-08T12:04:13+00:00
"Live Webinar Monday, July 7th!",live-webinar-monday-july-7th,https://journeylite.com/live-webinar-monday-july-7th/,"Body is short (63 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-07-06T13:54:51+00:00
"FatSecret and FitBit partnerships!",fatsecret-fitbit-partnerships,https://journeylite.com/fatsecret-fitbit-partnerships/,"Body is short (76 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-07-01T13:46:22+00:00
"New Study: Bariatric Surgery Reduces Cancer Risk",new-study-bariatric-surgery-reduces-cancer-risk,https://journeylite.com/new-study-bariatric-surgery-reduces-cancer-risk/,"Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-06-27T17:58:37+00:00
"New studies in JAMA: weight loss surgery can improve diabetes",new-studies-jama-weight-loss-surgery-can-improve-diabetes,https://journeylite.com/new-studies-jama-weight-loss-surgery-can-improve-diabetes/,"Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-06-18T21:49:31+00:00
"Support Group in NKY: Saturday 6/21/14",support-group-nky,https://journeylite.com/support-group-nky/,"Body is short (77 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-06-18T18:33:10+00:00
"Welcome to our new site!",welcome-new-site,https://journeylite.com/welcome-new-site/,"Body is short (17 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-06-11T11:27:06+00:00
"Federal Employees May Have Coverage For Weight Loss Medications (Qsymia/Belviq)",federal-employees-may-have-coverage-for-weight-loss-medications-qsymiabelviq,https://journeylite.com/federal-employees-may-have-coverage-for-weight-loss-medications-qsymiabelviq/,"Body is short (124 words) — review content; Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-04-10T14:52:14+00:00
"Support Group",support-group-with-dr-jennifer-butterfield,https://journeylite.com/support-group-with-dr-jennifer-butterfield/,"Body is short (101 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-04-09T11:58:50+00:00
"Weight Loss Surgery Reverses Diabetes",weight-loss-surgery-reverses-diabetes,https://journeylite.com/weight-loss-surgery-reverses-diabetes/,"Body is short (123 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-04-01T14:09:20+00:00
"Interested in being involved in a media interview about surgical weight loss and diabetes?",interested-in-being-involved-in-a-media-interview-about-surgical-weight-loss-and-diabetes,https://journeylite.com/interested-in-being-involved-in-a-media-interview-about-surgical-weight-loss-and-diabetes/,"Body is short (41 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-03-27T20:10:37+00:00
"What's the scoop on Qsymia?",whats-the-scoop-on-qsymia,https://journeylite.com/whats-the-scoop-on-qsymia/,"Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-03-26T21:31:47+00:00
"HCG 2.0 is here!",hcg-2-0-is-here,https://journeylite.com/hcg-2-0-is-here/,"Meta description missing — excerpt used as suggestion; Body is short (120 words) — review content; Contains medical/medication content — medical review recommended; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-03-13T23:08:11+00:00
"New nasal HCG option!",new-nasal-hcg-option,https://journeylite.com/new-nasal-hcg-option/,"Meta description missing — excerpt used as suggestion; Body is short (148 words) — review content; Contains medical/medication content — medical review recommended; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-03-11T01:24:56+00:00
"Northern Kentucky Support Group",northern-kentucky-support-group,https://journeylite.com/northern-kentucky-support-group/,"Body is short (87 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-03-06T14:45:11+00:00
"Health plans don't cover weight loss surgery",health-plans-dont-cover-weight-loss-surgery,https://journeylite.com/health-plans-dont-cover-weight-loss-surgery/,"Body is short (104 words) — review content; Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-03-01T17:13:00+00:00
"Weight loss pill turns into ""gastric balloon"" when swallowed",weight-loss-pill-turns-into-gastric-balloon-when-swallowed,https://journeylite.com/weight-loss-pill-turns-into-gastric-balloon-when-swallowed/,"Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-02-26T22:02:02+00:00
"Rosie O'Donnell Update",rosie-odonnell-update,https://journeylite.com/rosie-odonnell-update/,"Body is short (102 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-02-24T18:07:47+00:00
"Many Cincinnati doctors are recommending sleeve gastrectomy for diabetes",many-cincinnati-doctors-are-recommending-sleeve-gastrectomy-for-diabetes,https://journeylite.com/many-cincinnati-doctors-are-recommending-sleeve-gastrectomy-for-diabetes/,"Warning: Featured image has no alt text","DrCurry",2014-02-23T02:13:53+00:00
"How fast is the weight loss with Adipex (phentermine)?",how-fast-is-the-weight-loss-with-adipex-phentermine,https://journeylite.com/how-fast-is-the-weight-loss-with-adipex-phentermine/,"Contains medical/medication content — medical review recommended; Warning: Featured image has no alt text","DrCurry",2014-02-21T00:33:24+00:00
"Does the HCG diet work?",does-the-hcg-diet-work,https://journeylite.com/does-the-hcg-diet-work/,"Meta description missing — excerpt used as suggestion; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-02-21T00:24:49+00:00
"Obesity increases risk of death by 20% reduces life span by 4 years",obesity-increases-risk-of-death-by-20-reduces-life-span-by-4-years,https://journeylite.com/obesity-increases-risk-of-death-by-20-reduces-life-span-by-4-years/,"Body is short (35 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2014-01-18T14:02:37+00:00
"Weight loss surgery safer than previously thought",weight-loss-surgery-safer-than-previously-thought,https://journeylite.com/weight-loss-surgery-safer-than-previously-thought/,"Meta description missing — excerpt used as suggestion; Body is short (44 words) — review content; Warning: No meta description; Warning: Featured image has no alt text","DrCurry",2014-01-13T20:22:48+00:00
"5 Myths About Obesity",5-myths-about-obesity,https://journeylite.com/5-myths-about-obesity/,"Body is short (9 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-12-29T14:51:02+00:00
"New Anti Obesity Compound Identified",new-anti-obesity-compound-identified,https://journeylite.com/new-anti-obesity-compound-identified/,"Body is short (8 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-12-27T14:33:16+00:00
"Is Obesity a Disease, or Merely a Condition?",is-obesity-a-disease-or-merely-a-condition,https://journeylite.com/is-obesity-a-disease-or-merely-a-condition/,"Body is short (14 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-12-16T13:06:40+00:00
"Obesity Caused by Food Industry?",obesity-caused-by-food-industry,https://journeylite.com/obesity-caused-by-food-industry/,"Body is short (4 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-12-10T13:23:51+00:00
"Is there a relationship between obesity and cancer?",is-there-a-relationship-between-obesity-and-cancer,https://journeylite.com/is-there-a-relationship-between-obesity-and-cancer/,"Body is short (38 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-12-05T17:52:26+00:00
"Study shows there's no such thing as ""healthy obesity""",study-shows-theres-no-such-thing-as-healthy-obesity,https://journeylite.com/study-shows-theres-no-such-thing-as-healthy-obesity/,"Body is short (58 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-12-04T02:55:22+00:00
"New study compares sleeve gastrectomy to gastric bypass",new-study-compares-sleeve-gastrectomy-to-gastric-bypass,https://journeylite.com/new-study-compares-sleeve-gastrectomy-to-gastric-bypass/,"Body is short (54 words) — review content; Warning: Featured image has no alt text","DrCurry",2013-11-26T21:32:53+00:00
"Stage 1: Clear Liquid Diet",stage-1-clear-liquid-diet,https://journeylite.com/stage-1-clear-liquid-diet/,"Meta description missing — excerpt used as suggestion; Body is short (21 words) — review content; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-10-29T18:04:41+00:00
"Test",test,https://journeylite.com/test/,"Featured image missing; Body is short (13 words) — review content; Warning: No featured image; Warning: No tags","DrCurry",2013-11-13T13:24:05+00:00
"Protein Supplement Ideas",protein-supplement-ideas,https://journeylite.com/protein-supplement-ideas/,"Meta description missing — excerpt used as suggestion; Body is short (102 words) — review content; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-10-25T18:33:03+00:00
"Tips For Eating Away From Home",tips-for-eating-away-from-home,https://journeylite.com/tips-for-eating-away-from-home/,"Meta description missing — excerpt used as suggestion; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-10-21T02:36:46+00:00
"Protein Facts",protein-facts,https://journeylite.com/protein-facts/,"Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-10-21T02:33:15+00:00
"Bland Diet",bland-diet,https://journeylite.com/bland-diet/,"Body is short (129 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-10-19T14:31:43+00:00
"5-and-1 Diet",5-and-1-diet,https://journeylite.com/5-and-1-diet/,"Featured image missing; Body is short (13 words) — review content; Warning: No featured image; Warning: No tags","DrCurry",2013-10-19T14:10:24+00:00
"3-and-2 Diet",3-and-2,https://journeylite.com/3-and-2/,"Featured image missing; Body is short (13 words) — review content; Warning: No featured image; Warning: No tags","DrCurry",2013-10-19T13:42:40+00:00
"Macronutrients",macronutrients,https://journeylite.com/macronutrients/,"Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-10-19T12:54:00+00:00
"Net Carbs",low-carb-cheat-sheet-2,https://journeylite.com/low-carb-cheat-sheet-2/,"Meta description missing — excerpt used as suggestion; Body is short (84 words) — review content; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-10-19T12:15:50+00:00
"Low Carb Cheat Sheet",low-carb-cheat-sheet,https://journeylite.com/low-carb-cheat-sheet/,"Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-10-18T18:02:39+00:00
"Frozen Dinners: Is there a good choice?",frozen-dinners-is-there-a-good-choice,https://journeylite.com/frozen-dinners-is-there-a-good-choice/,"Warning: Featured image has no alt text","DrCurry",2013-10-18T15:08:43+00:00
"Vitamin Supplementation for Gastric Bypass and Sleeve Gastrectomy",495,https://journeylite.com/495/,"Meta description missing — excerpt used as suggestion; Warning: No meta description; Warning: Featured image has no alt text","DrCurry",2013-10-18T14:51:03+00:00
"Vitamin Supplementation for Adjustable Gastric Band Patients",vitamin-supplementation-for-gastric-band-patients,https://journeylite.com/vitamin-supplementation-for-gastric-band-patients/,"Warning: Featured image has no alt text","DrCurry",2013-10-18T14:04:37+00:00
"Obesity Death Toll Under-rated",obesity-death-toll-under-rated,https://journeylite.com/obesity-death-toll-under-rated/,"Body is short (34 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-08-16T13:16:57+00:00
"Belviq - new weight loss drug prescribed in Cincinnati, Dayton, and Columbus",belviq-new-weight-loss-drug-prescribed-in-cincinnati-dayton-and-columbus,https://journeylite.com/belviq-new-weight-loss-drug-prescribed-in-cincinnati-dayton-and-columbus/,"Body is short (103 words) — review content; Contains medical/medication content — medical review recommended; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-07-17T22:00:13+00:00
"Soda: Public Enemy #1",soda-public-enemy-1,https://journeylite.com/soda-public-enemy-1/,"Body is short (60 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-08-07T16:25:38+00:00
"NEW ESTORE TEST!",new-estore-test,https://journeylite.com/new-estore-test/,"Meta description missing — excerpt used as suggestion; Body is short (5 words) — review content; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2013-02-03T16:37:35+00:00
"Surgery in Dayton in 2013",surgery-in-dayton-in-2013,https://journeylite.com/surgery-in-dayton-in-2013/,"Body is short (50 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2012-12-12T02:21:58+00:00
"Asian Lettuce Wraps",asian-lettuce-wraps,https://journeylite.com/asian-lettuce-wraps/,"Body is short (148 words) — review content; Warning: Featured image has no alt text","DrCurry",2012-10-24T13:08:11+00:00
"Support Group-Saturday October 6",308,https://journeylite.com/308/,"Body is short (97 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2012-10-02T14:43:59+00:00
"Sugary drinks linked to obesity",sugary-drinks-linked-to-obesity,https://journeylite.com/sugary-drinks-linked-to-obesity/,"Meta description missing — excerpt used as suggestion; Body is short (87 words) — review content; Warning: No meta description; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2012-09-25T12:53:32+00:00
"",282,https://journeylite.com/282/,"Title is missing; Body is short (28 words) — review content; VALIDATION ERROR: title: Too small: expected string to have >=1 characters; Warning: Featured image has no alt text","DrCurry",2012-09-18T20:54:11+00:00
"New TV spot - Get your numbers down!",new-tv-spot-get-your-numbers-down,https://journeylite.com/new-tv-spot-get-your-numbers-down/,"Body is short (20 words) — review content; Warning: Featured image has no alt text","DrCurry",2012-09-09T00:16:24+00:00
"Article about nutrition for plastic surgery",article-about-nutritional-for-plastic-surgery,https://journeylite.com/article-about-nutritional-for-plastic-surgery/,"Warning: Featured image has no alt text","DrCurry",2012-09-06T17:08:56+00:00
"Hospital update",hospital-update,https://journeylite.com/hospital-update/,"Body is short (37 words) — review content; Warning: Featured image has no alt text","DrCurry",2012-09-04T16:32:40+00:00
"Weight loss surgery cuts diabetes risk by 78%",weight-loss-surgery-cuts-diabetes-risk-by-78,https://journeylite.com/weight-loss-surgery-cuts-diabetes-risk-by-78/,"Meta description missing — excerpt used as suggestion; Body is short (74 words) — review content; Warning: No meta description; Warning: Featured image has no alt text","DrCurry",2012-09-03T17:23:11+00:00
"New satellite office weight weight loss in Greater Cincinnati!",215,https://journeylite.com/215/,"Meta description missing — excerpt used as suggestion; Body is short (134 words) — review content; Contains medical/medication content — medical review recommended; Warning: No meta description; Warning: Featured image has no alt text","DrCurry",2012-08-23T18:22:36+00:00
